7.9000|30.3000|-36.7000|48.2430|11
4.5000|30.6000|-35.6000|47.1590|11
3.3000|31.8000|-37.6000|49.3547|11
3.8000|29.8000|-36.2000|47.0417|11
3.5000|29.4000|-37.4000|47.7008|11
3.6000|28.9000|-38.4000|48.1947|11
2.9000|29.5000|-37.2000|47.5657|11
3.5000|29.7000|-37.7000|48.1210|11
3.6000|29.7000|-37.3000|47.8157|11
4.0000|30.1000|-37.0000|47.8645|11
4.0000|30.2000|-36.8000|47.7732|11
4.2000|30.1000|-36.5000|47.4963|11
4.2000|30.1000|-36.3000|47.3428|11
4.3000|30.1000|-36.0000|47.1222|11
4.2000|29.9000|-35.9000|46.9091|11
4.1000|29.9000|-35.8000|46.8237|11
3.9000|29.7000|-35.5000|46.4494|11
3.6000|29.6000|-35.3000|46.2083|11
3.3000|29.6000|-35.1000|46.0332|11
3.2000|29.5000|-34.8000|45.7332|11
3.2000|29.4000|-34.4000|45.3647|11
3.4000|29.3000|-34.0000|45.0117|11
3.9000|29.1000|-33.4000|44.4700|11
4.0000|28.8000|-33.1000|44.0574|11
4.7000|28.8000|-32.3000|43.5295|11
4.7000|28.6000|-32.4000|43.4719|11
4.8000|28.7000|-31.6000|42.9568|11
4.6000|29.0000|-31.6000|43.1361|11
4.6000|29.0000|-31.5000|43.0629|11
4.6000|29.1000|-31.3000|42.9844|11
4.5000|29.3000|-31.1000|42.9645|11
4.4000|29.3000|-31.0000|42.8818|11
4.3000|29.5000|-30.8000|42.8647|11
4.1000|29.6000|-30.8000|42.9140|11
4.1000|29.8000|-31.1000|43.2673|11
3.6000|30.0000|-31.0000|43.2893|11
3.7000|30.2000|-30.7000|43.2229|11
3.1000|30.4000|-30.2000|42.9629|11
3.1000|30.4000|-30.4000|43.1037|11
1.6000|30.4000|-31.1000|43.5193|11
0.7000|30.4000|-30.8000|43.2815|11
0.1000|30.1000|-31.6000|43.6415|11
-0.4000|30.3000|-31.4000|43.6373|11
-1.3000|30.8000|-31.2000|43.8608|12
-1.9000|30.7000|-31.8000|44.2418|12
-3.0000|30.3000|-32.4000|44.4618|12
-4.3000|31.1000|-33.5000|45.9124|12
-4.8000|31.9000|-35.2000|47.7461|12
-4.1000|32.7000|-36.2000|48.9545|12
-3.7000|34.9000|-37.1000|51.0697|13
-3.1000|35.6000|-38.5000|52.5283|13
-2.5000|35.7000|-40.7000|54.1962|13
-1.6000|35.4000|-40.2000|53.5888|13
-0.2000|34.6000|-40.4000|53.1917|13
0.3000|35.0000|-39.7000|52.9262|14
1.7000|34.5000|-39.8000|52.6990|14
3.0000|32.6000|-39.3000|51.1493|14
6.5000|30.6000|-41.9000|52.2898|14
6.2000|30.6000|-39.1000|50.0361|14
6.6000|27.4000|-40.2000|49.0954|14
5.5000|27.7000|-37.6000|47.0245|14
5.9000|27.4000|-36.1000|45.7032|15
3.2000|26.8000|-38.2000|46.7731|15
3.3000|24.3000|-40.2000|47.0895|15
4.5000|20.8000|-41.0000|46.1940|15
5.1000|20.8000|-40.2000|45.5488|15
7.6000|17.3000|-40.5000|44.6912|16
11.4000|14.7000|-40.5000|44.5679|16
13.7000|11.0000|-42.1000|45.6191|16
16.8000|5.6000|-41.1000|44.7528|16
18.8000|2.1000|-39.1000|43.4357|16
17.8000|-1.7000|-39.4000|43.2677|16
21.1000|-4.5000|-37.1000|42.9170|16
22.4000|-5.3000|-36.2000|42.8986|17
23.6000|-6.5000|-35.3000|42.9570|17
22.2000|-9.9000|-32.7000|40.7448|17
22.0000|-12.9000|-31.8000|40.7633|17
21.8000|-14.1000|-30.0000|39.6743|17
22.4000|-15.5000|-30.0000|40.5217|17
24.1000|-14.9000|-28.8000|40.4012|17
26.2000|-16.8000|-32.0000|44.6394|18
26.5000|-16.9000|-26.6000|41.1755|18
26.5000|-19.4000|-28.0000|43.1580|18
28.2000|-20.5000|-27.7000|44.5284|18
27.4000|-20.4000|-31.4000|46.3991|18
28.7000|-20.5000|-29.5000|45.9803|19
29.8000|-20.4000|-30.0000|46.9489|19
30.8000|-20.9000|-30.3000|47.9952|19
30.9000|-20.1000|-32.0000|48.8141|19
31.8000|-19.9000|-31.9000|49.2429|19
32.4000|-18.0000|-33.2000|49.7594|19
33.0000|-17.0000|-31.5000|48.6852|20
34.1000|-17.9000|-32.3000|50.2644|20
33.7000|-19.2000|-32.0000|50.2825|20
33.6000|-18.3000|-32.4000|50.1359|20
33.1000|-19.5000|-31.6000|49.7435|20
33.0000|-19.8000|-31.7000|49.8591|20
34.0000|-18.9000|-32.6000|50.7540|20
33.0000|-19.0000|-32.1000|49.8037|21
33.7000|-18.4000|-32.8000|50.4984|21
33.7000|-18.7000|-32.7000|50.5437|21
34.1000|-18.2000|-32.6000|50.5649|21
34.6000|-17.6000|-33.2000|51.0799|21
35.1000|-17.0000|-33.7000|51.5432|21



