8.2000|28.4000|-38.1000|48.2225|0
6.0000|29.5000|-35.0000|46.1655|0
4.8000|28.5000|-36.8000|46.7924|0
5.6000|28.8000|-40.0000|49.6065|0
4.6000|29.8000|-36.2000|47.1131|0
5.7000|29.0000|-37.2000|47.5114|0
5.0000|30.3000|-36.5000|47.7005|0
5.3000|29.9000|-36.2000|47.2498|0
5.8000|29.4000|-37.4000|47.9245|0
5.5000|29.6000|-37.3000|47.9343|0
5.1000|29.8000|-36.9000|47.7039|0
4.7000|29.8000|-36.5000|47.3538|0
3.9000|30.0000|-35.8000|46.8706|0
3.5000|30.0000|-35.0000|46.2304|0
3.4000|30.7000|-33.6000|45.6400|0
3.4000|30.6000|-34.0000|45.8685|0
2.8000|30.8000|-33.2000|45.3731|0
3.1000|30.5000|-33.5000|45.4105|0
3.0000|30.6000|-33.3000|45.3238|0
3.0000|30.6000|-33.2000|45.2504|0
3.3000|30.7000|-32.6000|44.9014|0
3.1000|30.6000|-32.4000|44.6736|0
3.2000|30.6000|-32.1000|44.4636|0
3.2000|30.7000|-31.9000|44.3885|0
3.2000|30.8000|-31.4000|44.1003|0
3.2000|30.8000|-31.2000|43.9582|0
3.2000|30.9000|-30.9000|43.8162|0
3.2000|31.1000|-30.5000|43.6772|0
3.2000|31.4000|-30.1000|43.6143|0
3.2000|31.4000|-29.8000|43.4078|0
3.3000|31.6000|-29.6000|43.4236|0
3.3000|31.8000|-29.4000|43.4337|0
3.2000|31.8000|-29.5000|43.4940|0
3.1000|32.0000|-29.3000|43.4983|0
2.9000|32.2000|-29.4000|43.6991|0
2.7000|32.3000|-29.3000|43.6929|0
1.9000|32.5000|-29.3000|43.7990|0
1.1000|32.6000|-29.3000|43.8459|0
0.5000|32.6000|-29.0000|43.6350|0
0.0000|32.7000|-29.2000|43.8398|0
-0.7000|32.5000|-29.4000|43.8304|0
-2.1000|32.3000|-30.1000|44.2008|0
-2.2000|32.6000|-29.8000|44.2226|0
-3.1000|32.6000|-30.8000|44.9556|1
-3.7000|32.9000|-31.0000|45.3553|1
-4.1000|33.5000|-31.2000|45.9619|1
-5.3000|33.9000|-32.9000|47.5364|1
-5.3000|35.5000|-34.1000|49.5091|1
-5.7000|36.2000|-34.1000|50.0574|1
-5.7000|37.2000|-34.6000|51.1223|1
-3.2000|37.2000|-36.4000|52.1444|2
-2.7000|37.2000|-35.1000|51.2166|2
-1.6000|36.3000|-36.8000|51.7155|2
2.4000|35.6000|-37.3000|51.6179|2
3.2000|34.9000|-37.5000|51.3274|2
4.8000|34.9000|-36.9000|51.0163|3
5.0000|32.8000|-38.3000|50.6728|3
4.2000|32.2000|-37.9000|49.9088|3
2.2000|31.0000|-39.7000|50.4176|3
2.3000|30.1000|-37.4000|48.0631|3
1.5000|28.8000|-38.7000|48.2637|3
2.5000|27.8000|-38.0000|47.1497|4
4.6000|26.5000|-38.1000|46.6371|4
7.4000|23.2000|-38.9000|45.8935|4
7.3000|21.8000|-39.4000|45.6168|4
10.4000|17.8000|-42.1000|46.8765|4
12.9000|14.6000|-42.2000|46.4802|4
15.6000|12.4000|-39.9000|44.5997|4
17.7000|10.3000|-41.8000|46.5470|4
18.1000|7.6000|-42.4000|46.7240|5
22.6000|4.6000|-41.4000|47.3907|5
23.3000|0.6000|-38.5000|45.0056|5
24.3000|-2.1000|-38.0000|45.1542|5
26.2000|-4.8000|-35.9000|44.7022|5
27.5000|-7.9000|-36.8000|46.6144|5
27.5000|-9.1000|-34.2000|44.8185|6
27.3000|-12.9000|-34.7000|45.9977|6
27.4000|-13.4000|-34.7000|46.1997|6
26.3000|-16.5000|-34.7000|46.5621|6
26.6000|-16.3000|-34.4000|46.4393|6
28.1000|-16.5000|-33.6000|46.8062|6
28.1000|-18.8000|-32.4000|46.8274|7
27.8000|-18.7000|-31.0000|45.6457|7
30.1000|-18.9000|-32.4000|48.0935|7
29.8000|-17.3000|-33.6000|48.1279|7
31.5000|-16.8000|-35.0000|49.9949|7
32.2000|-15.7000|-34.7000|49.8740|8
33.6000|-15.6000|-36.4000|51.9353|8
33.0000|-15.8000|-35.8000|51.1887|8
33.1000|-15.7000|-36.5000|51.7141|8
31.3000|-16.0000|-35.2000|49.7467|8
31.1000|-16.1000|-35.9000|50.1521|8
31.2000|-16.1000|-35.6000|50.0001|8
31.1000|-16.5000|-35.2000|49.7845|9
31.4000|-16.4000|-35.5000|50.1515|9
32.1000|-15.8000|-35.5000|50.4014|9
32.2000|-15.9000|-35.7000|50.6373|9
32.6000|-15.0000|-35.5000|50.4778|9
33.2000|-14.4000|-36.3000|51.2571|10
33.0000|-14.4000|-36.4000|51.1988|10
33.5000|-14.7000|-36.0000|51.3258|10
33.5000|-14.8000|-36.3000|51.5653|10



