2.0000|29.5000|-37.2000|47.5194|0
2.3000|29.7000|-37.1000|47.5793|0
2.4000|29.8000|-37.1000|47.6467|0
2.5000|30.0000|-36.7000|47.4673|0
2.7000|30.1000|-36.4000|47.3103|0
2.8000|30.2000|-36.3000|47.3030|0
2.8000|30.3000|-35.9000|47.0610|0
2.7000|30.5000|-35.5000|46.8806|0
2.6000|30.6000|-35.3000|46.7890|0
2.4000|30.8000|-34.9000|46.6091|0
1.9000|30.9000|-34.5000|46.3537|0
1.7000|30.9000|-34.3000|46.1973|0
1.5000|30.9000|-34.2000|46.1162|0
1.4000|30.9000|-33.9000|45.8910|0
1.3000|30.8000|-33.6000|45.5992|0
1.3000|30.7000|-33.4000|45.3844|0
1.3000|30.8000|-33.0000|45.1589|0
1.3000|30.7000|-32.3000|44.5810|0
1.5000|30.6000|-31.7000|44.0851|0
1.8000|30.5000|-31.3000|43.7399|0
1.9000|30.5000|-31.0000|43.5300|0
1.9000|30.6000|-30.2000|43.0350|0
2.1000|30.8000|-29.9000|42.9774|0
2.0000|30.9000|-30.1000|43.1836|0
1.8000|31.4000|-29.4000|43.0530|0
2.4000|30.9000|-29.6000|42.8571|0
2.6000|31.1000|-29.5000|42.9444|0
2.8000|31.2000|-29.4000|42.9609|0
2.8000|31.4000|-29.2000|42.9702|0
2.8000|31.6000|-29.0000|42.9814|0
2.6000|31.8000|-28.9000|43.0489|0
2.6000|31.9000|-28.8000|43.0559|0
2.2000|32.0000|-28.6000|42.9744|0
0.8000|32.2000|-29.0000|43.3414|0
-1.2000|32.1000|-29.2000|43.4107|0
-1.4000|32.1000|-28.9000|43.2155|0
-3.0000|31.7000|-29.7000|43.5429|0
-2.6000|31.9000|-31.0000|44.5575|0
-3.8000|32.6000|-30.9000|45.0778|0
-4.1000|34.0000|-30.4000|45.7927|1
-6.1000|35.2000|-32.8000|48.4983|1
-5.5000|36.1000|-32.7000|49.0179|1
-5.8000|38.0000|-34.5000|51.6516|1
-5.6000|38.0000|-35.0000|51.9650|1
-3.5000|39.4000|-35.0000|52.8168|1
-3.2000|39.2000|-33.9000|51.9239|2
-0.8000|38.7000|-36.2000|52.9978|2
1.6000|35.8000|-38.2000|52.3779|2
4.9000|33.5000|-37.9000|50.8200|2
4.4000|32.0000|-37.3000|49.3422|2
6.3000|31.6000|-37.6000|49.5178|2
6.6000|30.7000|-35.4000|47.3203|3
7.3000|31.1000|-35.2000|47.5346|3
6.5000|29.8000|-36.5000|47.5662|3
5.0000|28.5000|-37.1000|47.0496|3
3.8000|27.9000|-36.6000|46.1780|3
3.9000|26.9000|-37.7000|46.4770|3
3.0000|26.1000|-37.0000|45.3785|4
4.3000|25.2000|-39.0000|46.6319|4
5.7000|22.7000|-40.1000|46.4305|4
7.9000|19.8000|-41.9000|47.0113|4
9.5000|17.8000|-42.0000|46.5950|4
12.9000|13.7000|-42.6000|46.5710|4
16.6000|9.5000|-41.1000|45.3323|4
19.5000|8.8000|-39.8000|45.1855|4
21.2000|5.5000|-38.5000|44.2938|5
24.1000|0.8000|-40.2000|46.8774|5
24.2000|0.8000|-37.6000|44.7218|5
24.9000|-0.5000|-39.6000|46.7806|5
26.8000|-1.8000|-37.0000|45.7218|5
26.0000|-2.8000|-36.2000|44.6574|5
26.9000|-5.2000|-36.2000|45.3992|6
29.6000|-9.0000|-35.6000|47.1648|6
28.2000|-12.9000|-33.6000|45.7232|6
28.0000|-13.4000|-33.0000|45.3052|6
26.9000|-16.7000|-31.3000|44.5218|6
27.5000|-18.0000|-32.1000|45.9419|6
29.2000|-17.4000|-33.0000|47.3751|7
29.5000|-16.2000|-31.6000|46.1655|7
29.5000|-17.2000|-33.3000|47.6968|7
29.8000|-17.3000|-35.8000|49.6887|7
31.5000|-17.0000|-34.1000|49.4374|7
33.5000|-12.7000|-34.6000|49.8066|7
34.3000|-11.9000|-33.6000|49.4678|8
34.7000|-10.4000|-35.2000|50.5103|8
34.4000|-12.2000|-33.5000|49.5424|8
32.7000|-13.5000|-34.8000|49.6244|8
33.6000|-16.2000|-33.9000|50.4045|8
32.4000|-16.5000|-35.6000|50.8859|9
32.4000|-15.0000|-35.0000|49.9976|9
32.1000|-15.9000|-36.1000|50.8570|9
32.8000|-15.5000|-35.3000|50.6180|9
33.0000|-15.5000|-35.2000|50.6783|9
33.2000|-15.3000|-34.5000|50.2651|9
33.7000|-14.3000|-34.8000|50.5096|10



